bus0,bus1,v_nom,num_parallel,length,carrier,dc,type,s_max_pu,s_nom,build_year,i_nom,capital_cost,s_nom_extendable,s_nom_min,s_nom_max,x,r,b,x_pu_eff,r_pu_eff,s_nom_opt,g,s_nom_mod,lifetime,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,country,country_bus1
AT0 13,DE0 8,380.0,2.0000000000000004,157.45053093038698,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,3396.205223481055,0,2.58,6629.372251791948,True,3396.2052234810553,23396.205223481054,19.366415304437595,2.361757963955804,0.001365221390318217,0.00013411644947671465,1.6355664570331053e-05,3396.2068736722254,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 28,DE0 8,380.0,0.5789473684210527,134.57561899534758,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,983.1120383760948,0,2.58,5667.366123891289,True,983.1120383760948,20983.112038376094,57.18240392584133,6.973463893395284,0.00033778038734205793,0.0003960000271872668,4.829268624234961e-05,983.112324762667,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 33,DE0 9,380.0,0.5789473684210527,122.53162139094685,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,983.1120383760948,0,2.58,5159.234849165555,True,983.1120383760948,20983.112038376094,52.06479985284414,6.3493658357127005,0.0003075503486000333,0.0003605595557676187,4.397067753263643e-05,983.1123296807943,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 36,DE0 9,380.0,1.2894736842105265,129.15908308628096,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,2189.658630928575,0,2.58,5439.018571044101,True,2189.658630928575,22189.658630928574,24.640389973276616,3.004925606497148,0.0007220485426459299,0.00017063981975953336,2.080973411701626e-05,2189.658993113282,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 4,DE0 8,380.0,2.000002812856486,223.77544261761489,AC,,Al/St 240/40 4-bundle 380.0,0.7,3396.21,2025,2.58,9422.64896504408,True,3396.21,23396.21,27.524340730956457,3.356626918409324,0.0019403138798727998,0.0001906117779152109,2.3245338770147675e-05,3396.210834256575,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 41,DE0 9,380.0,2.0000000000000004,151.48256413977808,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,3396.205223481055,0,2.58,6378.983396465203,True,3396.2052234810553,23396.205223481054,18.6323553891927,2.2722384620966705,0.0013134743693897814,0.0001290329320581212,1.5735723421722094e-05,3396.2061848641297,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 6,DE0 8,380.0,2.0000000000000004,239.2590482188765,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,3396.205223481055,0,2.58,10076.667483111905,True,3396.2052234810553,23396.205223481054,29.428862930921802,3.5888857232831466,0.002074566332202492,0.00020380098982632826,2.4853779247113204e-05,3396.2053892687763,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 8,DE0 8,380.0,0.5789473684210527,172.75509021901973,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,983.1120383760948,0,2.58,7275.788961565553,True,983.1120383760948,20983.112038376094,73.40520833488165,8.951854674985569,0.00043360960718679645,0.0005083463181085987,6.19934534278779e-05,983.1123919519246,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
AT0 1,DE0 9,380.0,0.5789473684210527,128.18450451317892,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,983.1120383760948,0,2.58,5398.39401856757,True,983.1120383760948,20983.112038376094,54.466761281327116,6.642287961137453,0.0003217388997275072,0.00037719363768232074,4.599922410760009e-05,983.112198118079,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,AT,DE
CH0 0,DE0 0,380.0,16.18421052631579,242.74584800961327,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,27482.450163695376,0,2.58,10222.023276476782,True,27482.45016369538,47482.45016369538,3.689736889746121,0.4499679133836733,0.017032260414008592,2.555219452732771e-05,3.116121283820452e-06,27482.451693968924,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,CH,DE
CZ0 0,DE0 3,380.0,2.0000000000000004,340.01388341039154,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,3396.205223481055,0,2.58,14317.045825611116,True,3396.2052234810553,23396.205223481054,41.82170765947815,5.100208251155872,0.0029481909263441193,0.0002896240142623141,3.5320001739306596e-05,3528.298078011425,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,CZ,DE
CZ0 0,DE0 8,380.0,2.0000000000000004,309.204166880627,AC,0.0,Al/St 240/40 4-bundle 380.0,0.7,3396.205223481055,0,2.58,13020.212850812726,True,3396.2052234810553,23396.205223481054,38.032112526317114,4.638062503209404,0.0026810461680030237,0.0002633802806531656,3.211954642111775e-05,3396.205667343315,0.0,0.0,inf,1.0,-inf,inf,,0.0,0.0,0.0,0.0,CZ,DE
